datetime,symbol,open,high,low,close,RSI
2021-11-17 23:00:00,OANDA:EURCAD,1.42719,1.43587,1.42642,1.43307,49.84616485800535
2021-11-18 23:00:00,OANDA:EURCAD,1.43307,1.43349,1.42406,1.42585,41.555726767780975
2021-11-21 23:00:00,OANDA:EURCAD,1.42585,1.42907,1.4234,1.42691,43.05323137653522
2021-11-22 23:00:00,OANDA:EURCAD,1.42691,1.4355,1.42409,1.4254,41.424897662755164
2021-11-23 23:00:00,OANDA:EURCAD,1.4254,1.42708,1.41642,1.41878,35.148503299363995
2021-11-24 23:00:00,OANDA:EURCAD,1.41878,1.42296,1.41738,1.41772,34.25357700395232
2021-11-25 23:00:00,OANDA:EURCAD,1.41772,1.4496,1.41746,1.4477,62.97053066560019
2021-11-28 23:00:00,OANDA:EURCAD,1.4477,1.4477,1.4335,1.43854,55.05768471479478
2021-11-29 23:00:00,OANDA:EURCAD,1.43854,1.45502,1.4379,1.44888,61.013239882966715
2021-11-30 23:00:00,OANDA:EURCAD,1.44888,1.45218,1.44205,1.45093,62.08595628720352
2021-12-01 23:00:00,OANDA:EURCAD,1.45093,1.45545,1.44554,1.4471,58.82916408267642
2021-12-02 23:00:00,OANDA:EURCAD,1.4471,1.45366,1.4399,1.45274,61.99105917141401
2021-12-05 23:00:00,OANDA:EURCAD,1.45274,1.45274,1.43881,1.43964,52.001419081777996
2021-12-06 23:00:00,OANDA:EURCAD,1.43964,1.44058,1.42106,1.42445,43.290156541434705
2021-12-07 23:00:00,OANDA:EURCAD,1.42445,1.43686,1.42238,1.43516,49.68957191606794
2021-12-08 23:00:00,OANDA:EURCAD,1.43516,1.43684,1.43212,1.43584,50.074789305274635
2021-12-09 23:00:00,OANDA:EURCAD,1.43584,1.44036,1.4306,1.44035,52.66357239326904
2021-12-12 23:00:00,OANDA:EURCAD,1.44035,1.44723,1.43537,1.4457,55.60445108071684
2021-12-13 23:00:00,OANDA:EURCAD,1.4457,1.45202,1.44252,1.44824,56.97125107281894
2021-12-14 23:00:00,OANDA:EURCAD,1.44824,1.45486,1.44672,1.44941,57.61851078979539
2021-12-15 23:00:00,OANDA:EURCAD,1.44941,1.45208,1.44191,1.44747,56.11131099177118
2021-12-16 23:00:00,OANDA:EURCAD,1.44747,1.45368,1.44469,1.44846,56.733297188099485
2021-12-19 23:00:00,OANDA:EURCAD,1.44846,1.46462,1.44771,1.45968,63.11354319301941
2021-12-20 23:00:00,OANDA:EURCAD,1.45968,1.46295,1.45588,1.45716,60.93995087398023
2021-12-21 23:00:00,OANDA:EURCAD,1.45716,1.46136,1.45402,1.45455,58.68564890892528
2021-12-22 23:00:00,OANDA:EURCAD,1.45455,1.45754,1.4483,1.45062,55.36457394704009
2021-12-23 23:00:00,OANDA:EURCAD,1.45062,1.4551,1.44778,1.44988,54.736447288532055
2021-12-26 23:00:00,OANDA:EURCAD,1.44988,1.45362,1.44626,1.44849,53.50842791319316
2021-12-27 23:00:00,OANDA:EURCAD,1.44849,1.45128,1.44554,1.44925,54.11458715662523
2021-12-28 23:00:00,OANDA:EURCAD,1.44925,1.4556,1.44556,1.45156,55.99269424585234
2021-12-29 23:00:00,OANDA:EURCAD,1.45156,1.45226,1.44214,1.44268,47.87967395624011
2021-12-30 23:00:00,OANDA:EURCAD,1.44268,1.44398,1.43498,1.43775,44.06252413696538
2022-01-02 23:00:00,OANDA:EURCAD,1.43775,1.44402,1.43614,1.44005,46.216794965863265
2022-01-03 23:00:00,OANDA:EURCAD,1.44005,1.4421,1.43288,1.43399,41.66390760065318
2022-01-04 23:00:00,OANDA:EURCAD,1.43399,1.444,1.43233,1.44259,49.29746942946128
2022-01-05 23:00:00,OANDA:EURCAD,1.44259,1.44813,1.4359,1.43763,45.591974665295915
