datetime,symbol,open,high,low,close,RSI
2023-09-15 20:00:00,OANDA:EURGBP,0.86108,0.86131,0.86096,0.86107,73.45491017635328
2023-09-15 20:30:00,OANDA:EURGBP,0.86107,0.86108,0.86068,0.86099,71.23817247996426
2023-09-15 21:00:00,OANDA:EURGBP,0.86099,0.86118,0.86084,0.86096,70.38042137060914
2023-09-15 21:30:00,OANDA:EURGBP,0.86096,0.861,0.86072,0.86074,64.26907784308356
2023-09-15 22:00:00,OANDA:EURGBP,0.86074,0.86091,0.86062,0.86091,66.67698659808946
2023-09-15 22:30:00,OANDA:EURGBP,0.86091,0.86115,0.8606,0.8606,58.88421184505406
2023-09-17 23:00:00,OANDA:EURGBP,0.8606,0.86122,0.86051,0.86076,61.392247205251614
2023-09-17 23:30:00,OANDA:EURGBP,0.86076,0.86102,0.86076,0.86102,65.1160660057949
2023-09-18 00:00:00,OANDA:EURGBP,0.86102,0.8611,0.86077,0.86092,62.61456479075598
2023-09-18 00:30:00,OANDA:EURGBP,0.86092,0.86092,0.86068,0.8607,57.391036006677105
2023-09-18 01:00:00,OANDA:EURGBP,0.8607,0.86072,0.8605,0.86058,54.71002387731412
2023-09-18 01:30:00,OANDA:EURGBP,0.86058,0.86065,0.86049,0.86051,53.15025048642868
2023-09-18 02:00:00,OANDA:EURGBP,0.86051,0.86086,0.86042,0.86078,58.11097655746113
2023-09-18 02:30:00,OANDA:EURGBP,0.86078,0.86079,0.86063,0.86064,54.866855875786484
2023-09-18 03:00:00,OANDA:EURGBP,0.86064,0.86064,0.86042,0.86062,54.39963583435828
2023-09-18 03:30:00,OANDA:EURGBP,0.86062,0.86086,0.86055,0.86074,56.777864160059515
2023-09-18 04:00:00,OANDA:EURGBP,0.86074,0.86078,0.86061,0.86071,55.99166368763349
2023-09-18 04:30:00,OANDA:EURGBP,0.86071,0.86088,0.86053,0.86088,59.42069319991624
2023-09-18 05:00:00,OANDA:EURGBP,0.86088,0.8609,0.86069,0.86083,57.989522066891624
2023-09-18 05:30:00,OANDA:EURGBP,0.86083,0.86088,0.86062,0.86088,59.051645502655305
2023-09-18 06:00:00,OANDA:EURGBP,0.86088,0.8609,0.86072,0.86074,54.868677195018215
2023-09-18 06:30:00,OANDA:EURGBP,0.86074,0.86083,0.86064,0.86066,52.57678982767263
2023-09-18 07:00:00,OANDA:EURGBP,0.86066,0.86084,0.86058,0.86082,56.49115231746884
2023-09-18 07:30:00,OANDA:EURGBP,0.86082,0.86088,0.86068,0.86075,54.37647604716667
2023-09-18 08:00:00,OANDA:EURGBP,0.86075,0.86091,0.86038,0.86048,47.0590692557324
2023-09-18 08:30:00,OANDA:EURGBP,0.86048,0.8607,0.86024,0.86042,45.59083335048135
2023-09-18 09:00:00,OANDA:EURGBP,0.86042,0.86086,0.86031,0.86066,52.037026069857944
2023-09-18 09:30:00,OANDA:EURGBP,0.86066,0.86136,0.86054,0.86127,63.78214080834339
2023-09-18 10:00:00,OANDA:EURGBP,0.86127,0.86188,0.86122,0.86135,64.9928847912631
2023-09-18 10:30:00,OANDA:EURGBP,0.86135,0.86155,0.86124,0.86134,64.70171919345773
2023-09-18 11:00:00,OANDA:EURGBP,0.86134,0.86135,0.86102,0.86112,58.493213396928795
2023-09-18 11:30:00,OANDA:EURGBP,0.86112,0.86112,0.86051,0.86054,45.96954699559827
2023-09-18 12:00:00,OANDA:EURGBP,0.86054,0.86062,0.86024,0.86048,44.89860295579065
