datetime,symbol,open,high,low,close,RSI
2023-09-15 19:00:00,OANDA:AUDCHF,0.57708,0.5771,0.57665,0.57685,31.711724833924556
2023-09-15 19:30:00,OANDA:AUDCHF,0.57685,0.57715,0.57666,0.57702,36.46733923240231
2023-09-15 20:00:00,OANDA:AUDCHF,0.57702,0.57712,0.57672,0.57706,37.569021564415344
2023-09-15 20:30:00,OANDA:AUDCHF,0.57706,0.57739,0.57693,0.57722,41.90830541986124
2023-09-15 21:00:00,OANDA:AUDCHF,0.57722,0.5773,0.57702,0.57726,42.97540469057896
2023-09-15 21:30:00,OANDA:AUDCHF,0.57726,0.57732,0.57696,0.57713,40.37932580196139
2023-09-15 22:00:00,OANDA:AUDCHF,0.57713,0.57714,0.57678,0.5771,39.78208694113236
2023-09-15 22:30:00,OANDA:AUDCHF,0.5771,0.57754,0.57696,0.57732,46.080367830815376
2023-09-17 23:30:00,OANDA:AUDCHF,0.57732,0.57732,0.57671,0.57688,37.608215899107705
2023-09-18 00:00:00,OANDA:AUDCHF,0.57688,0.57743,0.57684,0.57733,48.11488596313214
2023-09-18 00:30:00,OANDA:AUDCHF,0.57733,0.57744,0.5772,0.5774,49.53842283259995
2023-09-18 01:00:00,OANDA:AUDCHF,0.5774,0.57754,0.57733,0.57746,50.78483808885807
2023-09-18 01:30:00,OANDA:AUDCHF,0.57746,0.57772,0.5774,0.57763,54.23410092297203
2023-09-18 02:00:00,OANDA:AUDCHF,0.57763,0.57784,0.57711,0.57716,44.870874524544604
2023-09-18 02:30:00,OANDA:AUDCHF,0.57716,0.57758,0.57706,0.57754,52.07506279847493
2023-09-18 03:00:00,OANDA:AUDCHF,0.57754,0.57787,0.57733,0.5774,49.508157551726065
2023-09-18 03:30:00,OANDA:AUDCHF,0.5774,0.57776,0.57678,0.57752,51.70558642176416
2023-09-18 04:00:00,OANDA:AUDCHF,0.57752,0.57817,0.5775,0.57784,57.070940603052534
2023-09-18 04:30:00,OANDA:AUDCHF,0.57784,0.578,0.57744,0.57747,50.13537062294484
2023-09-18 05:00:00,OANDA:AUDCHF,0.57747,0.57785,0.57746,0.5778,55.347442168443706
2023-09-18 05:30:00,OANDA:AUDCHF,0.5778,0.57794,0.57766,0.57784,55.948490372833696
2023-09-18 06:00:00,OANDA:AUDCHF,0.57784,0.57836,0.57774,0.5782,61.03235849669201
2023-09-18 06:30:00,OANDA:AUDCHF,0.5782,0.57824,0.57806,0.57808,58.60447582872861
2023-09-18 07:00:00,OANDA:AUDCHF,0.57808,0.57823,0.57776,0.5779,55.06591745935107
2023-09-18 07:30:00,OANDA:AUDCHF,0.5779,0.57814,0.57768,0.5777,51.35548455126307
2023-09-18 08:00:00,OANDA:AUDCHF,0.5777,0.57796,0.57754,0.5776,49.55742079547625
2023-09-18 08:30:00,OANDA:AUDCHF,0.5776,0.578,0.5774,0.57793,55.13932847370358
2023-09-18 09:00:00,OANDA:AUDCHF,0.57793,0.57818,0.57733,0.57743,46.70600376279237
2023-09-18 09:30:00,OANDA:AUDCHF,0.57743,0.57771,0.57683,0.5769,39.763549282868595
2023-09-18 10:00:00,OANDA:AUDCHF,0.5769,0.5769,0.57638,0.57668,37.28602504228182
2023-09-18 10:30:00,OANDA:AUDCHF,0.57668,0.57722,0.57664,0.57705,43.64555047506787
2023-09-18 11:00:00,OANDA:AUDCHF,0.57705,0.57745,0.57689,0.57702,43.26248233833061
2023-09-18 11:30:00,OANDA:AUDCHF,0.57702,0.57708,0.57645,0.57666,38.855379922547264
2023-09-18 12:00:00,OANDA:AUDCHF,0.57666,0.57688,0.57642,0.57675,40.48758225586872
2023-09-18 12:30:00,OANDA:AUDCHF,0.57675,0.57706,0.57672,0.57705,45.69168104477755
2023-09-18 13:00:00,OANDA:AUDCHF,0.57705,0.5772,0.57671,0.57672,41.40279088842486
2023-09-18 13:30:00,OANDA:AUDCHF,0.57672,0.57711,0.57651,0.57711,47.65609122899243
2023-09-18 14:00:00,OANDA:AUDCHF,0.57711,0.57754,0.57699,0.57733,50.842936961079815
2023-09-18 14:30:00,OANDA:AUDCHF,0.57733,0.5775,0.57709,0.57729,50.24397277425546
2023-09-18 15:00:00,OANDA:AUDCHF,0.57729,0.57782,0.57712,0.57765,55.34299612677114
2023-09-18 15:30:00,OANDA:AUDCHF,0.57765,0.57766,0.57678,0.57691,45.1095155509864
2023-09-18 16:00:00,OANDA:AUDCHF,0.57691,0.577,0.57606,0.57685,44.392750257450636
2023-09-18 16:30:00,OANDA:AUDCHF,0.57685,0.57759,0.57685,0.57726,50.21420519045807
2023-09-18 17:00:00,OANDA:AUDCHF,0.57726,0.57746,0.57696,0.57708,47.846001232686106
2023-09-18 17:30:00,OANDA:AUDCHF,0.57708,0.57766,0.57706,0.57744,52.655267833336644
2023-09-18 18:00:00,OANDA:AUDCHF,0.57744,0.57766,0.57734,0.5775,53.42611300845245
2023-09-18 18:30:00,OANDA:AUDCHF,0.5775,0.57773,0.57742,0.57742,52.205617593671626
2023-09-18 19:00:00,OANDA:AUDCHF,0.57742,0.57752,0.57726,0.57735,51.10549047389787
2023-09-18 19:30:00,OANDA:AUDCHF,0.57735,0.57768,0.5773,0.57749,53.2283581647806
2023-09-18 20:00:00,OANDA:AUDCHF,0.57749,0.57778,0.57746,0.57767,55.8806487513365
2023-09-18 20:30:00,OANDA:AUDCHF,0.57767,0.5778,0.5776,0.5778,57.74436031477022
2023-09-18 21:00:00,OANDA:AUDCHF,0.5778,0.5778,0.5776,0.57774,56.556876818810046
2023-09-18 21:30:00,OANDA:AUDCHF,0.57774,0.57784,0.57766,0.57774,56.55687681881004
2023-09-18 22:00:00,OANDA:AUDCHF,0.57774,0.57776,0.5775,0.5777,55.671698863241744
2023-09-18 22:30:00,OANDA:AUDCHF,0.5777,0.57772,0.5774,0.57744,50.174673212663706
2023-09-18 23:00:00,OANDA:AUDCHF,0.57744,0.57756,0.57709,0.57724,46.38088040845055
2023-09-18 23:30:00,OANDA:AUDCHF,0.57724,0.57772,0.57718,0.57746,50.78876940964311
2023-09-19 00:00:00,OANDA:AUDCHF,0.57746,0.5777,0.5774,0.5776,53.41336475034595
2023-09-19 00:30:00,OANDA:AUDCHF,0.5776,0.57766,0.57746,0.5776,53.41336475034594
2023-09-19 01:00:00,OANDA:AUDCHF,0.5776,0.57772,0.57757,0.5777,55.38453824791419
2023-09-19 01:30:00,OANDA:AUDCHF,0.5777,0.57791,0.57763,0.57784,58.06003419912431
2023-09-19 02:00:00,OANDA:AUDCHF,0.57784,0.57838,0.57784,0.57806,61.92413149201011
2023-09-19 02:30:00,OANDA:AUDCHF,0.57806,0.5782,0.57736,0.5774,47.719705868847136
2023-09-19 03:00:00,OANDA:AUDCHF,0.5774,0.5778,0.57722,0.57734,46.67159223921127
2023-09-19 03:30:00,OANDA:AUDCHF,0.57734,0.57762,0.57716,0.57732,46.30648882760588
2023-09-19 04:00:00,OANDA:AUDCHF,0.57732,0.57747,0.57724,0.57735,46.976538946446674
2023-09-19 04:30:00,OANDA:AUDCHF,0.57735,0.57752,0.57703,0.57736,47.21300882089407
2023-09-19 05:00:00,OANDA:AUDCHF,0.57736,0.57784,0.57736,0.57779,56.24853566401349
2023-09-19 05:30:00,OANDA:AUDCHF,0.57779,0.57794,0.57751,0.57768,53.71553451459965
2023-09-19 06:00:00,OANDA:AUDCHF,0.57768,0.5778,0.57753,0.57762,52.33124017932819
2023-09-19 06:30:00,OANDA:AUDCHF,0.57762,0.5778,0.57757,0.57771,54.23637157126927
2023-09-19 07:00:00,OANDA:AUDCHF,0.57771,0.57776,0.57698,0.57709,41.832907484239755
2023-09-19 07:30:00,OANDA:AUDCHF,0.57709,0.57743,0.57692,0.57736,47.467203315513814
2023-09-19 08:00:00,OANDA:AUDCHF,0.57736,0.57794,0.5773,0.5776,51.92493882019953
2023-09-19 08:30:00,OANDA:AUDCHF,0.5776,0.57768,0.57723,0.57746,49.29705461930765
2023-09-19 09:00:00,OANDA:AUDCHF,0.57746,0.57804,0.57736,0.5779,56.711987160533575
2023-09-19 09:30:00,OANDA:AUDCHF,0.5779,0.57833,0.57737,0.57738,47.81274466463862
2023-09-19 10:00:00,OANDA:AUDCHF,0.57738,0.57856,0.57738,0.57813,58.03994622561047
2023-09-19 10:30:00,OANDA:AUDCHF,0.57813,0.57822,0.57769,0.5782,58.8504936828297
2023-09-19 11:00:00,OANDA:AUDCHF,0.5782,0.57868,0.5781,0.57866,63.79933406387265
2023-09-19 11:30:00,OANDA:AUDCHF,0.57866,0.57908,0.57858,0.57882,65.35984039809034
2023-09-19 12:00:00,OANDA:AUDCHF,0.57882,0.57926,0.57882,0.57896,66.712004364534
2023-09-19 12:30:00,OANDA:AUDCHF,0.57896,0.5791,0.57864,0.57886,64.76726380617046
2023-09-19 13:00:00,OANDA:AUDCHF,0.57886,0.5792,0.57885,0.57909,67.13994041332316
2023-09-19 13:30:00,OANDA:AUDCHF,0.57909,0.57928,0.57889,0.57922,68.43387879624608
2023-09-19 14:00:00,OANDA:AUDCHF,0.57922,0.57962,0.579,0.57926,68.84045104705507
2023-09-19 14:30:00,OANDA:AUDCHF,0.57926,0.58008,0.5792,0.58004,75.47419951133672
2023-09-19 15:00:00,OANDA:AUDCHF,0.58004,0.58021,0.57932,0.57979,70.30765095894165
2023-09-19 15:30:00,OANDA:AUDCHF,0.57979,0.58024,0.57967,0.57998,71.88297411149344
2023-09-19 16:00:00,OANDA:AUDCHF,0.57998,0.58036,0.57968,0.58034,74.62952288985225
2023-09-19 16:30:00,OANDA:AUDCHF,0.58034,0.58072,0.58007,0.58054,76.03037215039174
2023-09-19 17:00:00,OANDA:AUDCHF,0.58054,0.58054,0.57981,0.57994,64.52059145743783
2023-09-19 17:30:00,OANDA:AUDCHF,0.57994,0.58008,0.5797,0.5798,62.15616604051613
2023-09-19 18:00:00,OANDA:AUDCHF,0.5798,0.57981,0.57946,0.57974,61.12236883314245
2023-09-19 18:30:00,OANDA:AUDCHF,0.57974,0.5798,0.57964,0.57974,61.12236883314246
2023-09-19 19:00:00,OANDA:AUDCHF,0.57974,0.57982,0.57959,0.57975,61.246956504510266
2023-09-19 19:30:00,OANDA:AUDCHF,0.57975,0.57987,0.57967,0.5798,61.90432016039694
2023-09-19 20:00:00,OANDA:AUDCHF,0.5798,0.58001,0.5798,0.57989,63.117100416676834
2023-09-19 20:30:00,OANDA:AUDCHF,0.57989,0.58021,0.57989,0.57994,63.806465939655475
